Latency,Rise-Time,Amplitude,Events,Pleasantness_class
1.4609375,3.30078125,0.2700117036965186,1.0,unpleasant
1.93359375,5.4765625,0.5685114568711787,1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
3.578125,1.38671875,0.0644561479609016,2.0,unpleasant
0.0,0.0,0.0,-1.0,unpleasant
2.10546875,1.51953125,0.03505472537535814,1.0,pleasant
2.17578125,1.5390625,0.03099082367455575,2.0,unpleasant
0.0,0.0,0.0,-1.0,pleasant
3.375,2.19140625,0.3429143198345863,0.0,pleasant
3.53125,1.1171875,0.01471433733027583,0.0,pleasant
0.5703125,1.25390625,0.09318665738538989,-1.0,unpleasant
2.66796875,1.328125,0.0868811353669452,-1.0,pleasant
2.5,1.109375,0.01387109681015497,-2.0,unpleasant
0.0,0.0,0.0,3.0,pleasant
1.5,5.7890625,0.2918490545988566,0.0,pleasant
3.671875,1.2265625,0.0544564576389468,4.0,unpleasant
0.4921875,1.96875,0.09031077917402497,3.0,pleasant
0.0,0.0,0.0,2.0,pleasant
1.8359375,1.5,0.06576675148666489,2.0,unpleasant
3.96484375,1.515625,0.03072075014751396,5.0,unpleasant
2.7890625,1.56640625,0.02474846783324125,2.0,pleasant
0.0,0.0,0.0,2.0,pleasant
1.99609375,2.11328125,0.1180602851636334,-1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
1.54296875,5.0234375,0.2105409055923491,0.0,pleasant
2.30859375,1.8046875,0.03376231951045794,1.0,pleasant
0.0,0.0,0.0,-1.0,pleasant
3.5703125,1.24609375,0.08746528002313303,0.0,unpleasant
3.390625,1.5859375,0.1180033591900793,2.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
3.90625,1.3046875,0.02944216217741635,2.0,unpleasant
0.67578125,1.87109375,0.05318727199850493,-1.0,unpleasant
0.2265625,1.64453125,0.02918756132713174,4.0,pleasant
0.0,0.0,0.0,6.0,unpleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,-1.0,unpleasant
2.73046875,1.91015625,0.02401941221086146,6.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,3.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,-1.0,unpleasant
2.5390625,1.74609375,0.09609442991030015,0.0,pleasant
1.1953125,0.97265625,0.06873926373546846,-1.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
1.1640625,1.89453125,0.09626031475665098,2.0,unpleasant
3.51953125,1.23828125,0.01866036453441255,-1.0,unpleasant
3.70703125,1.8359375,0.0865734083448233,1.0,unpleasant
0.1640625,0.84375,0.02868311099213106,6.0,unpleasant
3.72265625,2.8203125,0.06557986993547482,1.0,unpleasant
1.08203125,5.03515625,0.6643621472277381,1.0,unpleasant
1.71875,3.74609375,0.3347034907092477,1.0,unpleasant
3.33203125,7.671875,0.5832526382884176,-1.0,unpleasant
0.05859375,5.6953125,0.2064774299733325,2.0,unpleasant
2.53515625,5.32421875,0.1350154119739426,1.0,unpleasant
3.21484375,2.921875,0.2647777986510911,1.0,pleasant
1.23828125,2.84375,0.4112651425525833,3.0,unpleasant
2.74609375,2.421875,0.03024418429796683,0.0,pleasant
2.31640625,3.640625,0.2171403087199,0.0,pleasant
0.23828125,5.22265625,0.3186152886025835,0.0,pleasant
1.28125,4.74609375,0.1461582982833143,1.0,unpleasant
0.5625,5.04296875,0.73700381075491,1.0,unpleasant
1.36328125,8.5625,0.4334300864748144,0.0,unpleasant
1.81640625,3.52734375,0.5918290246279128,0.0,unpleasant
1.28515625,4.2578125,0.3438052352032313,0.0,pleasant
2.6953125,2.9921875,0.115734619301139,1.0,unpleasant
1.015625,2.26171875,0.4581882339142687,1.0,unpleasant
0.95703125,8.34765625,0.4145930528877231,1.0,pleasant
2.89453125,2.6015625,0.2306646482332999,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.57421875,3.4609375,0.331396731367422,4.0,pleasant
2.23046875,4.34375,0.3390964775018719,1.0,pleasant
1.3515625,4.6328125,0.6370077340270615,1.0,pleasant
1.68359375,3.7890625,0.5062601862155134,0.0,pleasant
2.171875,3.5546875,0.181432194516284,0.0,unpleasant
2.67578125,3.3515625,0.2632424606703152,0.0,pleasant
1.25,4.69921875,0.132914438296408,1.0,pleasant
1.2734375,5.16796875,0.1245746687381635,1.0,pleasant
0.34375,5.1484375,0.5499307124490325,2.0,pleasant
0.21875,5.08984375,0.3024302000270458,2.0,pleasant
1.2421875,4.27734375,0.4024018688731887,2.0,unpleasant
1.7109375,1.54296875,0.2531305869832101,0.0,unpleasant
2.9765625,2.2109375,0.0750575628995449,-3.0,unpleasant
1.00390625,4.5234375,0.1897977287787467,0.0,unpleasant
0.0,0.0,0.0,-1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
2.6171875,2.0859375,0.0581919828420574,0.0,pleasant
0.625,5.05859375,0.416137872082909,0.0,unpleasant
3.63671875,2.765625,0.1233475665784085,-2.0,unpleasant
2.2890625,3.84765625,0.4156967973291081,-2.0,pleasant
2.375,3.2265625,0.2369804789465637,-1.0,unpleasant
1.4296875,4.8515625,0.4440217624874325,0.0,pleasant
0.62890625,4.48046875,0.444437160949247,1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
1.70703125,1.51953125,0.1212149934422837,2.0,unpleasant
0.328125,5.6875,0.508532144861984,0.0,unpleasant
2.796875,3.0859375,0.12018546041844,0.0,unpleasant
1.125,4.63671875,0.3467722955525159,4.0,unpleasant
0.51953125,3.41015625,0.5204854517867079,4.0,unpleasant
3.25390625,1.78125,0.2252321171294192,-1.0,unpleasant
3.24609375,3.4765625,0.08276479540258652,-1.0,pleasant
1.02734375,4.64453125,0.509298748313272,1.0,pleasant
0.96875,3.29296875,0.2848736912631837,2.0,pleasant
1.91015625,3.86328125,0.4433396366933939,1.0,pleasant
1.67578125,4.7890625,0.2322560905233799,-1.0,pleasant
2.375,3.84765625,0.2651087494334337,1.0,unpleasant
1.67578125,5.71875,0.2622701275953201,1.0,unpleasant
2.5546875,4.1953125,0.1942635370847992,2.0,unpleasant
0.21875,1.51953125,0.2221578989093143,5.0,unpleasant
1.82421875,1.94140625,0.2102169823676499,-2.0,pleasant
1.55078125,8.109375,1.353980488782098,0.0,unpleasant
0.78515625,4.50390625,0.5005906463935061,0.0,pleasant
0.046875,4.8671875,0.5090971270583196,2.0,unpleasant
2.87109375,3.8046875,0.08323067503917292,1.0,unpleasant
1.66796875,4.49609375,0.4613708912120931,0.0,pleasant
0.88671875,5.17578125,0.4072209417644292,0.0,unpleasant
2.0625,3.7890625,0.2444588750645065,1.0,unpleasant
1.55859375,3.9765625,0.387268275518152,1.0,unpleasant
1.515625,4.16015625,0.3549575073652256,1.0,unpleasant
0.0,0.0,0.0,-2.0,unpleasant
2.19140625,3.29296875,0.1221047836351969,0.0,pleasant
3.6953125,1.484375,0.1203355788876745,0.0,unpleasant
2.05078125,7.453125,0.197261732844527,0.0,unpleasant
1.09765625,5.51953125,0.191101001052286,1.0,unpleasant
2.30078125,3.81640625,0.3028179757224869,0.0,unpleasant
3.60546875,2.125,0.04301281487008612,-1.0,pleasant
0.0,0.0,0.0,-1.0,pleasant
1.65625,4.703125,0.1639116471470037,1.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.046875,4.9921875,0.1800793534278999,0.0,unpleasant
2.23046875,3.30859375,0.4653708878936862,0.0,pleasant
1.5078125,4.78125,0.5712749041547971,1.0,unpleasant
2.31640625,4.078125,0.3913115428957137,0.0,unpleasant
0.18359375,5.3828125,0.5971696736402086,-1.0,unpleasant
3.0546875,3.14453125,0.1910542392749965,-1.0,unpleasant
1.30859375,2.875,0.6278499766060359,-1.0,pleasant
1.3046875,5.5546875,0.4097087688686472,1.0,pleasant
2.17578125,2.55078125,0.4120933590478275,-1.0,pleasant
2.1875,4.0703125,0.3491161441646504,1.0,pleasant
2.84765625,3.3671875,0.1108887732751414,0.0,pleasant
1.1640625,3.7578125,0.662097255726867,-2.0,unpleasant
1.79296875,4.5234375,0.191189849301606,0.0,unpleasant
1.2734375,5.1015625,0.1991524135086515,3.0,unpleasant
1.73046875,3.2734375,0.552777736669329,3.0,unpleasant
2.69140625,2.6015625,0.08106176410832511,-1.0,pleasant
2.3515625,1.078125,0.04630274946208068,-2.0,unpleasant
2.0,2.921875,0.1294793055654235,3.0,unpleasant
1.1484375,3.6015625,0.5781833700103913,0.0,unpleasant
2.08203125,4.66015625,0.1788657709113255,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
2.234375,1.55078125,0.01355623879220857,2.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-2.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-2.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,-1.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,2.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,-1.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,pleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,1.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,pleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,0.0,unpleasant
0.0,0.0,0.0,1.0,unpleasant
0.23046875,5.88671875,0.2554987573227647,-1.0,unpleasant
0.27734375,2.4375,0.2354173060841751,2.0,pleasant
